Read set name	Read set type	Real or fake reads	Fake Illumina read quality	Fake long read quality	Read files	Reference name	Reference total length	# reference sequences	Reference sequence lengths	Reference sequence depths	Reference sequence circularity	Reference GC (%)	Assembler	Assembler setting/output	Assembler version	Assembly command(s)	Assembly kmer size	Assembly result	Assembly time (seconds)	Assembly FASTA	Assembly graph	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	Total misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	Dead ends	Percent dead ends	Complete	Structurally perfect	Completely perfect
Klebsiella_NTUH-K2044__good_short	short-only	fake	good		Klebsiella_NTUH-K2044_good_illumina_1.fastq.gz, Klebsiella_NTUH-K2044_good_illumina_2.fastq.gz	Klebsiella_NTUH-K2044.fasta.gz	5472672	2	5248520, 224152	1.0, 1.0	yes, yes	57.37	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_NTUH-K2044/Klebsiella_NTUH-K2044_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_NTUH-K2044/Klebsiella_NTUH-K2044_good_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	2162.7	Klebsiella_NTUH-K2044__good_short__Unicycler_conservative_0.1.0.fasta	Klebsiella_NTUH-K2044__good_short__Unicycler_conservative_0.1.0.gfa	156	61	42	37	31	27	5422958	5404286	5359670	5319802	5212852	5069422	71	441059	5411113	57.41	224824	224824	146475	146475	9	9	16	16	0	0	0	0	0	0	0 + 0 part	0	98.875	1.000	0.00	0.04	0.02	441059	5411113	224824	224824	146475	146475	9	9	16	16	0	0.00	no	no	no
Klebsiella_NTUH-K2044__medium_short	short-only	fake	medium		Klebsiella_NTUH-K2044_medium_illumina_1.fastq.gz, Klebsiella_NTUH-K2044_medium_illumina_2.fastq.gz	Klebsiella_NTUH-K2044.fasta.gz	5472672	2	5248520, 224152	1.0, 1.0	yes, yes	57.37	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_NTUH-K2044/Klebsiella_NTUH-K2044_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_NTUH-K2044/Klebsiella_NTUH-K2044_medium_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	1089.8	Klebsiella_NTUH-K2044__medium_short__Unicycler_conservative_0.1.0.fasta	Klebsiella_NTUH-K2044__medium_short__Unicycler_conservative_0.1.0.gfa	200	75	56	50	43	31	5419050	5395438	5346779	5299873	5182163	4742530	88	441026	5404545	57.41	162669	151781	100198	100198	12	13	23	23	0	0	0	0	0	0	0 + 0 part	0	98.755	1.000	0.00	0.24	0.02	441026	5404545	162669	151781	100198	100198	12	13	23	23	0	0.00	no	no	no
Mycobacterium_tuberculosis_H37Rv__bad_short	short-only	fake	bad		Mycobacterium_tuberculosis_H37Rv_bad_illumina_1.fastq.gz, Mycobacterium_tuberculosis_H37Rv_bad_illumina_2.fastq.gz	Mycobacterium_tuberculosis_H37Rv.fasta.gz	4411532	1	4411532	1.0	yes	65.61	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Mycobacterium_tuberculosis_H37Rv/Mycobacterium_tuberculosis_H37Rv_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Mycobacterium_tuberculosis_H37Rv/Mycobacterium_tuberculosis_H37Rv_bad_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	4751.4	Mycobacterium_tuberculosis_H37Rv__bad_short__Unicycler_conservative_0.1.0.fasta	Mycobacterium_tuberculosis_H37Rv__bad_short__Unicycler_conservative_0.1.0.gfa	691	282	181	135	58	9	4293635	4230558	3982984	3659688	2370366	671007	327	138335	4263796	65.48	28654	26816	16383	14989	49	52	100	107	1	1	15039	0	1	0	0 + 0 part	0	96.594	1.001	0.00	13.07	0.49	138335	4263204	28654	26816	16383	14383	49	52	100	107	119	16.69	no	no	no
Mycobacterium_tuberculosis_H37Rv__good_short	short-only	fake	good		Mycobacterium_tuberculosis_H37Rv_good_illumina_1.fastq.gz, Mycobacterium_tuberculosis_H37Rv_good_illumina_2.fastq.gz	Mycobacterium_tuberculosis_H37Rv.fasta.gz	4411532	1	4411532	1.0	yes	65.61	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Mycobacterium_tuberculosis_H37Rv/Mycobacterium_tuberculosis_H37Rv_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Mycobacterium_tuberculosis_H37Rv/Mycobacterium_tuberculosis_H37Rv_good_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	2122.8	Mycobacterium_tuberculosis_H37Rv__good_short__Unicycler_conservative_0.1.0.fasta	Mycobacterium_tuberculosis_H37Rv__good_short__Unicycler_conservative_0.1.0.gfa	206	104	70	59	47	30	4363856	4342645	4272630	4186022	3977337	3355190	114	295511	4350054	65.59	92149	92149	63299	60823	15	15	29	30	0	0	0	0	0	0	0 + 0 part	0	98.606	1.000	0.00	0.02	0.00	295511	4350052	92147	92147	63299	60823	15	15	29	30	0	0.00	no	no	no
Mycobacterium_tuberculosis_H37Rv__medium_short	short-only	fake	medium		Mycobacterium_tuberculosis_H37Rv_medium_illumina_1.fastq.gz, Mycobacterium_tuberculosis_H37Rv_medium_illumina_2.fastq.gz	Mycobacterium_tuberculosis_H37Rv.fasta.gz	4411532	1	4411532	1.0	yes	65.61	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Mycobacterium_tuberculosis_H37Rv/Mycobacterium_tuberculosis_H37Rv_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Mycobacterium_tuberculosis_H37Rv/Mycobacterium_tuberculosis_H37Rv_medium_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	1168.9	Mycobacterium_tuberculosis_H37Rv__medium_short__Unicycler_conservative_0.1.0.fasta	Mycobacterium_tuberculosis_H37Rv__medium_short__Unicycler_conservative_0.1.0.gfa	274	115	80	67	50	31	4359263	4329470	4252390	4151031	3875515	3192621	130	231184	4341163	65.59	86532	86532	46481	45553	17	17	33	34	0	0	0	0	0	0	0 + 0 part	0	98.405	1.000	0.00	0.05	0.02	231184	4341163	86532	86532	46481	45553	17	17	33	34	0	0.00	no	no	no
random_sequences_many_repeats__bad_short	short-only	fake	bad		random_sequences_many_repeats_bad_illumina_1.fastq.gz, random_sequences_many_repeats_bad_illumina_2.fastq.gz	random_sequences_many_repeats.fasta.gz	4110000	3	4000000, 100000, 10000	1.0, 1.2, 8.0	yes, yes, yes	50.04	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_many_repeats/random_sequences_many_repeats_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_many_repeats/random_sequences_many_repeats_bad_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	2943.7	random_sequences_many_repeats__bad_short__Unicycler_conservative_0.1.0.fasta	random_sequences_many_repeats__bad_short__Unicycler_conservative_0.1.0.gfa	391	277	197	128	46	6	3882542	3851598	3628139	3099891	1784650	367758	305	73698	3871275	50.02	22440	21404	12041	10437	53	58	111	127	0	0	0	0	0	0	0 + 0 part	0	94.179	1.000	0.00	2.51	0.00	73698	3871250	22440	21404	12041	10437	53	58	111	127	16	4.07	no	no	no
random_sequences_many_repeats__good_short	short-only	fake	good		random_sequences_many_repeats_good_illumina_1.fastq.gz, random_sequences_many_repeats_good_illumina_2.fastq.gz	random_sequences_many_repeats.fasta.gz	4110000	3	4000000, 100000, 10000	1.0, 1.2, 8.0	yes, yes, yes	50.04	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_many_repeats/random_sequences_many_repeats_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_many_repeats/random_sequences_many_repeats_good_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	1725.1	random_sequences_many_repeats__good_short__Unicycler_conservative_0.1.0.fasta	random_sequences_many_repeats__good_short__Unicycler_conservative_0.1.0.gfa	344	248	186	125	52	9	3907059	3876539	3705966	3235627	2046963	565872	273	85522	3894707	50.03	26689	24867	14016	12141	49	53	99	112	0	0	0	0	0	0	0 + 0 part	0	94.762	1.000	0.00	0.00	0.00	85522	3894702	26689	24867	14016	12141	49	53	99	112	0	0.00	no	no	no
random_sequences_many_repeats__medium_short	short-only	fake	medium		random_sequences_many_repeats_medium_illumina_1.fastq.gz, random_sequences_many_repeats_medium_illumina_2.fastq.gz	random_sequences_many_repeats.fasta.gz	4110000	3	4000000, 100000, 10000	1.0, 1.2, 8.0	yes, yes, yes	50.04	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_many_repeats/random_sequences_many_repeats_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_many_repeats/random_sequences_many_repeats_medium_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	831.4	random_sequences_many_repeats__medium_short__Unicycler_conservative_0.1.0.fasta	random_sequences_many_repeats__medium_short__Unicycler_conservative_0.1.0.gfa	344	247	185	124	52	8	3899597	3868488	3695038	3221639	2045292	515614	273	85490	3887621	50.03	26657	24836	13984	12109	49	53	99	112	0	0	0	0	0	0	0 + 0 part	0	94.589	1.000	0.00	0.00	0.00	85490	3887621	26657	24836	13984	12109	49	53	99	112	0	0.00	no	no	no
random_sequences_no_repeats__bad_short	short-only	fake	bad		random_sequences_no_repeats_bad_illumina_1.fastq.gz, random_sequences_no_repeats_bad_illumina_2.fastq.gz	random_sequences_no_repeats.fasta.gz	4110000	3	4000000, 100000, 10000	1.0, 1.2, 8.0	yes, yes, yes	49.97	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_no_repeats/random_sequences_no_repeats_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_no_repeats/random_sequences_no_repeats_bad_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	3150.3	random_sequences_no_repeats__bad_short__Unicycler_conservative_0.1.0.fasta	random_sequences_no_repeats__bad_short__Unicycler_conservative_0.1.0.gfa	11	11	11	11	10	9	4110776	4110776	4110776	4110776	4100776	4069538	11	1719967	4110776	49.97	795916	795916	367398	367398	2	2	4	4	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.92	0.00	1719950	4110708	795916	795916	367385	367385	2	2	4	4	18	163.64	no	no	no
random_sequences_no_repeats__good_short	short-only	fake	good		random_sequences_no_repeats_good_illumina_1.fastq.gz, random_sequences_no_repeats_good_illumina_2.fastq.gz	random_sequences_no_repeats.fasta.gz	4110000	3	4000000, 100000, 10000	1.0, 1.2, 8.0	yes, yes, yes	49.97	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_no_repeats/random_sequences_no_repeats_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_no_repeats/random_sequences_no_repeats_good_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	1826.9	random_sequences_no_repeats__good_short__Unicycler_conservative_0.1.0.fasta	random_sequences_no_repeats__good_short__Unicycler_conservative_0.1.0.gfa	3	3	3	3	2	2	4110000	4110000	4110000	4110000	4100000	4100000	3	4000000	4110000	49.97	4000000	4000000	4000000	4000000	1	1	1	1	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.00	0.00	4000000	4110000	4000000	4000000	4000000	4000000	1	1	1	1	0	0.00	yes	yes	yes
random_sequences_no_repeats__medium_short	short-only	fake	medium		random_sequences_no_repeats_medium_illumina_1.fastq.gz, random_sequences_no_repeats_medium_illumina_2.fastq.gz	random_sequences_no_repeats.fasta.gz	4110000	3	4000000, 100000, 10000	1.0, 1.2, 8.0	yes, yes, yes	49.97	Unicycler	conservative	0.1.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_no_repeats/random_sequences_no_repeats_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/random_sequences_no_repeats/random_sequences_no_repeats_medium_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	1006.3	random_sequences_no_repeats__medium_short__Unicycler_conservative_0.1.0.fasta	random_sequences_no_repeats__medium_short__Unicycler_conservative_0.1.0.gfa	3	3	3	3	2	2	4110000	4110000	4110000	4110000	4100000	4100000	3	4000000	4110000	49.97	4000000	4000000	4000000	4000000	1	1	1	1	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.00	0.00	4000000	4110000	4000000	4000000	4000000	4000000	1	1	1	1	0	0.00	yes	yes	yes
