Read set name	Read set type	Real or fake reads	Fake Illumina read quality	Fake long read quality	Read files	Reference name	Reference total length	# reference sequences	Reference sequence lengths	Reference sequence depths	Reference sequence circularity	Reference GC (%)	Assembler	Assembler setting/output	Assembler version	Assembly command(s)	Assembly kmer size	Assembly result	Assembly time (seconds)	Assembly FASTA	Assembly graph	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	Total misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	Dead ends	Percent dead ends	Complete	Structurally perfect	Completely perfect
E_coli_K-12_MG1655__bad_short__good_long	hybrid	fake	bad	good	E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz, E_coli_K-12_MG1655_good_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes		SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_long.fastq.gz -o output --careful --threads 8	auto	fail																																																							
E_coli_K-12_MG1655__bad_short__medium_long	hybrid	fake	bad	medium	E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz, E_coli_K-12_MG1655_medium_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes		SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_long.fastq.gz -o output --careful --threads 8	auto	fail																																																							
E_coli_K-12_MG1655__good_short__bad_long	hybrid	fake	good	bad	E_coli_K-12_MG1655_good_illumina_1.fastq.gz, E_coli_K-12_MG1655_good_illumina_2.fastq.gz, E_coli_K-12_MG1655_bad_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_long.fastq.gz -o output --careful --threads 8	auto	success	967.6	E_coli_K-12_MG1655__good_short__bad_long__SPAdes_contigs_3.9.1.fasta		6	4	3	3	3	3	4635657	4635262	4634129	4634129	4634129	4634129	4	1851609	4635262	50.79	1787482	1787482	1787482	1787482	2	2	2	2	0	0	0	0	0	0	0 + 0 part	0	99.859	1.000	0.00	1.17	0.13	1851609	4635262	1787482	1787482	1787482	1787482	2	2	2	2			no	no	no
E_coli_K-12_MG1655__good_short__good_long	hybrid	fake	good	good	E_coli_K-12_MG1655_good_illumina_1.fastq.gz, E_coli_K-12_MG1655_good_illumina_2.fastq.gz, E_coli_K-12_MG1655_good_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_long.fastq.gz -o output --careful --threads 8	auto	success	1356.9	E_coli_K-12_MG1655__good_short__good_long__SPAdes_contigs_3.9.1.fasta		1	1	1	1	1	1	4641098	4641098	4641098	4641098	4641098	4641098	1	4641098	4641098	50.79	4641098	4641098	4641098	4641098	1	1	1	1	0	0	0	0	0	0	0 + 0 part	0	99.988	1.000	0.00	1.19	0.13	4641098	4641098	4641098	4641098	4641098	4641098	1	1	1	1			yes	yes	no
E_coli_K-12_MG1655__good_short__medium_long	hybrid	fake	good	medium	E_coli_K-12_MG1655_good_illumina_1.fastq.gz, E_coli_K-12_MG1655_good_illumina_2.fastq.gz, E_coli_K-12_MG1655_medium_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_long.fastq.gz -o output --careful --threads 8	auto	success	1359.2	E_coli_K-12_MG1655__good_short__medium_long__SPAdes_contigs_3.9.1.fasta		1	1	1	1	1	1	4641098	4641098	4641098	4641098	4641098	4641098	1	4641098	4641098	50.79	4641098	4641098	4641098	4641098	1	1	1	1	0	0	0	0	0	0	0 + 0 part	0	99.988	1.000	0.00	1.19	0.13	4641098	4641098	4641098	4641098	4641098	4641098	1	1	1	1			yes	yes	no
E_coli_K-12_MG1655__medium_short__bad_long	hybrid	fake	medium	bad	E_coli_K-12_MG1655_medium_illumina_1.fastq.gz, E_coli_K-12_MG1655_medium_illumina_2.fastq.gz, E_coli_K-12_MG1655_bad_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_long.fastq.gz -o output --careful --threads 8	auto	success	419.1	E_coli_K-12_MG1655__medium_short__bad_long__SPAdes_contigs_3.9.1.fasta		5	3	3	3	3	3	4634228	4633921	4633921	4633921	4633921	4633921	3	1851471	4633921	50.79	1787460	1787460	1787460	1787460	2	2	2	2	0	0	0	0	0	0	0 + 0 part	0	99.833	1.000	0.00	2.61	0.26	1851471	4633921	1787460	1787460	1787460	1787460	2	2	2	2			no	no	no
E_coli_K-12_MG1655__medium_short__good_long	hybrid	fake	medium	good	E_coli_K-12_MG1655_medium_illumina_1.fastq.gz, E_coli_K-12_MG1655_medium_illumina_2.fastq.gz, E_coli_K-12_MG1655_good_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_long.fastq.gz -o output --careful --threads 8	auto	success	649.8	E_coli_K-12_MG1655__medium_short__good_long__SPAdes_contigs_3.9.1.fasta		1	1	1	1	1	1	4641855	4641855	4641855	4641855	4641855	4641855	1	4641855	4641855	50.79	4641855	4641855	4641855	4641855	1	1	1	1	0	0	0	1	1	0	0 + 0 part	0	100.000	1.000	0.00	2.76	0.30	2933042	4641855	2933042	2933042	1708813	1708813	1	1	2	2			yes	no	no
E_coli_K-12_MG1655__medium_short__medium_long	hybrid	fake	medium	medium	E_coli_K-12_MG1655_medium_illumina_1.fastq.gz, E_coli_K-12_MG1655_medium_illumina_2.fastq.gz, E_coli_K-12_MG1655_medium_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_long.fastq.gz -o output --careful --threads 8	auto	success	602.2	E_coli_K-12_MG1655__medium_short__medium_long__SPAdes_contigs_3.9.1.fasta		1	1	1	1	1	1	4641855	4641855	4641855	4641855	4641855	4641855	1	4641855	4641855	50.79	4641855	4641855	4641855	4641855	1	1	1	1	0	0	0	1	1	0	0 + 0 part	0	100.000	1.000	0.00	2.76	0.30	2933042	4641855	2933042	2933042	1708813	1708813	1	1	2	2			yes	no	no
E_coli_O25b_H4-ST131__bad_short__bad_long	hybrid	fake	bad	bad	E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz, E_coli_O25b_H4-ST131_bad_long.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes	50.81	SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_long.fastq.gz -o output --careful --threads 8	auto	success	1434.3	E_coli_O25b_H4-ST131__bad_short__bad_long__SPAdes_contigs_3.9.1.fasta		100	57	41	38	32	25	5224989	5208348	5166501	5145514	5042898	4780947	70	658937	5217910	50.80	196919	196919	138679	138679	8	8	16	16	6	6	685080	14	20	0	0 + 1 part	3171	98.751	1.006	0.00	286.64	46.63	540399	5213527	167723	167723	118538	118538	10	10	19	19			no	no	no
E_coli_O25b_H4-ST131__bad_short__good_long	hybrid	fake	bad	good	E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz, E_coli_O25b_H4-ST131_good_long.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes		SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_good_long.fastq.gz -o output --careful --threads 8	auto	fail																																																							
E_coli_O25b_H4-ST131__bad_short__medium_long	hybrid	fake	bad	medium	E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz, E_coli_O25b_H4-ST131_medium_long.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes		SPAdes	contigs	3.9.1	spades.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz --nanopore /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_medium_long.fastq.gz -o output --careful --threads 8	auto	fail																																																							
